0.000000,-951.6200000000,47.760000
0.000000,-901.3600000000,75.480000
0.000000,-983.3600000000,16.300000
0.000000,-844.2800000000,152.300000
0.000000,-983.5800000000,16.020000
0.000000,-452.6800000000,201.520000
0.000000,-983.4000000000,16.260000
0.000000,-967.5600000000,31.300000
0.000000,-968.7000000000,30.740000
0.000000,-456.6400000000,218.900000
0.100000,-984.3200000000,15.300000
0.100000,-799.9400000000,154.300000
0.100000,-943.2400000000,56.320000
0.100000,-979.1200000000,20.580000
0.100000,-971.7200000000,27.060000
0.100000,-816.0200000000,100.520000
0.100000,-612.7400000000,204.080000
0.100000,-822.4600000000,175.220000
0.100000,-971.1800000000,28.360000
0.100000,-43.1400000000,250.460000
0.200000,-977.7200000000,21.780000
0.200000,-753.0000000000,85.520000
0.200000,-967.9000000000,31.800000
0.200000,-986.8600000000,12.940000
0.200000,-967.3200000000,32.180000
0.200000,-970.3600000000,29.260000
0.200000,-922.8800000000,76.640000
0.200000,-943.7000000000,55.280000
0.200000,-894.5400000000,64.140000
0.200000,-960.7400000000,37.600000
0.300000,-963.9400000000,34.760000
0.300000,-207.5400000000,207.600000
0.300000,-966.3200000000,33.060000
0.300000,-902.1000000000,77.100000
0.300000,-645.1800000000,210.180000
0.300000,-923.7800000000,74.580000
0.300000,-987.3800000000,12.340000
0.300000,-916.1200000000,81.980000
0.300000,-953.9800000000,45.020000
0.300000,-916.4600000000,62.000000
0.400000,-937.3400000000,62.100000
0.400000,-626.4800000000,150.920000
0.400000,-979.8600000000,19.840000
0.400000,-792.2600000000,184.640000
0.400000,-935.7200000000,61.040000
0.400000,-887.7800000000,69.480000
0.400000,-982.6200000000,17.140000
0.400000,-983.1800000000,16.320000
0.400000,-939.8400000000,58.640000
0.400000,-958.3800000000,40.200000
0.500000,-953.0200000000,45.820000
0.500000,-920.1400000000,77.760000
0.500000,-299.6400000000,236.900000
0.500000,-986.9000000000,12.900000
0.500000,-558.1600000000,218.860000
0.500000,-965.9200000000,33.580000
0.500000,-979.0400000000,20.700000
0.500000,-190.9400000000,245.060000
0.500000,-977.7600000000,22.000000
0.500000,-518.2600000000,217.600000
0.600000,-813.4800000000,182.780000
0.600000,-744.8000000000,112.140000
0.600000,-801.4600000000,173.900000
0.600000,-831.1800000000,167.080000
0.600000,-979.7400000000,19.620000
0.600000,-971.9000000000,27.700000
0.600000,-980.6200000000,18.820000
0.600000,-538.0800000000,136.140000
0.600000,-773.5600000000,182.300000
0.600000,-960.0800000000,39.420000
0.700000,-975.9400000000,23.600000
0.700000,-981.6000000000,18.000000
0.700000,-804.7200000000,171.460000
0.700000,-961.8200000000,37.460000
0.700000,-986.8400000000,12.960000
0.700000,-986.8400000000,12.980000
0.700000,-444.2400000000,232.280000
0.700000,-470.5600000000,182.840000
0.700000,-964.1400000000,35.440000
0.700000,-208.3200000000,257.500000
0.800000,-972.9600000000,26.100000
0.800000,-936.6200000000,62.860000
0.800000,118.3400000000,270.920000
0.800000,-966.1800000000,32.480000
0.800000,-945.9200000000,53.240000
0.800000,-981.9000000000,17.660000
0.800000,-979.0200000000,20.680000
0.800000,-974.4400000000,24.600000
0.800000,-956.5400000000,42.620000
0.800000,-772.0600000000,124.660000
0.900000,-931.6600000000,66.080000
0.900000,-582.0600000000,170.700000
0.900000,-602.5200000000,212.360000
0.900000,-986.3600000000,13.420000
0.900000,-910.9400000000,67.520000
0.900000,-853.3800000000,145.280000
0.900000,-918.3400000000,59.760000
0.900000,-140.1800000000,263.700000
0.900000,-948.5400000000,51.120000
0.900000,-900.0000000000,98.840000
1.000000,-791.4200000000,163.080000
1.000000,-883.3000000000,110.020000
1.000000,-909.9800000000,68.100000
1.000000,-874.3000000000,101.840000
1.000000,-31.8600000000,263.460000
1.000000,-142.3400000000,254.000000
1.000000,-977.8200000000,21.860000
1.000000,-899.4600000000,96.960000
1.000000,-965.6800000000,33.960000
1.000000,-927.4400000000,70.400000
